age,income,employment_years,credit_score,loan_amount,debt_to_income,existing_loans,home_ownership,loan_purpose,Default
31,47543.34,7.7,686.0,1000.0,0.016,0,MORTGAGE,debt_consolidation,0
57,89539.28,1.4,657.0,12109.52,0.131,3,RENT,business,1
21,47007.28,1.7,653.0,14486.53,0.374,2,RENT,home_improvement,0
29,59493.69,13.9,459.0,6915.21,0.081,4,MORTGAGE,home_improvement,0
37,73651.82,8.7,710.0,10878.25,0.241,2,OWN,business,0
21,26632.69,6.0,661.0,27241.56,0.989,1,OWN,business,1
23,19783.82,0.4,684.0,20319.42,1.032,2,MORTGAGE,medical,0
67,24486.87,2.7,593.0,7603.49,0.296,2,MORTGAGE,home_improvement,1
46,80251.68,4.1,619.0,2219.21,0.034,2,RENT,business,0
51,43962.84,1.0,617.0,12383.86,0.304,1,RENT,debt_consolidation,0
46,106163.99,3.0,732.0,13292.35,0.147,1,RENT,education,0
43,43715.05,4.6,620.0,18969.59,0.396,2,OWN,medical,1
50,58691.03,2.0,817.0,10717.47,0.126,1,RENT,business,0
30,85842.2,7.6,684.0,19092.0,0.348,4,OWN,education,0
28,95121.86,9.2,548.0,30481.23,0.296,2,RENT,medical,1
64,96230.07,2.0,640.0,21524.01,0.259,2,OWN,home_improvement,0
45,79167.32,9.1,598.0,14615.29,0.104,1,RENT,education,0
42,75481.25,0.5,474.0,13534.8,0.165,1,OWN,medical,1
35,66850.54,9.1,778.0,12146.61,0.175,1,OWN,business,0
61,70567.22,0.8,706.0,24445.13,0.37,1,RENT,business,1
30,43976.29,0.4,693.0,9981.49,0.091,3,MORTGAGE,medical,0
40,38636.02,5.1,663.0,15361.78,0.406,0,RENT,home_improvement,0
61,54932.51,3.2,539.0,15409.58,0.223,2,MORTGAGE,medical,1
67,51596.31,11.9,611.0,10985.73,0.229,0,MORTGAGE,debt_consolidation,0
43,45935.44,2.3,717.0,4020.28,0.036,0,OWN,medical,0
21,68927.75,1.7,566.0,17583.8,0.212,0,MORTGAGE,medical,0
22,74106.1,3.5,447.0,14511.97,0.182,0,RENT,business,0
39,56768.14,3.0,632.0,19001.92,0.282,3,OWN,home_improvement,0
34,84550.6,2.1,639.0,10731.2,0.103,3,OWN,medical,1
28,32166.22,5.9,661.0,24766.57,0.71,2,RENT,education,1
58,51126.81,7.1,708.0,7985.81,0.065,3,OWN,business,0
32,40663.55,9.6,701.0,28696.32,0.757,1,RENT,business,1
46,17669.27,18.0,671.0,1018.91,-0.007,1,MORTGAGE,medical,0
47,53346.39,1.6,746.0,18478.16,0.337,2,MORTGAGE,education,0
49,52565.05,6.3,528.0,18803.45,0.395,1,RENT,medical,1
35,85268.99,2.5,690.0,8635.54,0.071,0,RENT,education,0
66,67616.23,5.7,700.0,18395.15,0.231,1,OWN,business,0
21,34516.26,3.2,551.0,25236.15,0.742,1,OWN,education,1
63,92081.85,25.4,530.0,1000.0,0.067,0,MORTGAGE,medical,1
48,79420.67,6.5,590.0,19021.96,0.181,2,OWN,debt_consolidation,1
23,66641.95,15.2,597.0,1000.0,0.007,3,RENT,debt_consolidation,0
38,50470.32,9.0,,7274.68,0.058,2,MORTGAGE,education,0
54,35811.22,11.7,601.0,28033.33,0.763,5,MORTGAGE,medical,1
52,47555.86,8.4,581.0,10345.74,0.219,3,OWN,home_improvement,1
49,76774.97,3.1,601.0,5608.96,0.03,2,OWN,debt_consolidation,1
45,92691.73,1.5,739.0,13416.5,0.122,5,RENT,business,0
46,85864.87,2.3,651.0,31543.25,0.297,1,RENT,medical,0
59,45223.01,0.1,636.0,1000.0,0.026,1,RENT,medical,0
28,32607.65,3.7,641.0,6589.52,0.255,0,OWN,debt_consolidation,0
39,57817.72,3.5,753.0,26979.45,0.412,1,MORTGAGE,home_improvement,1
67,19631.21,3.7,590.0,29861.62,1.49,2,OWN,business,1
62,61463.35,18.3,755.0,14172.55,0.256,0,RENT,home_improvement,0
42,52047.95,12.1,667.0,5087.58,0.158,3,RENT,business,0
49,45679.27,0.9,637.0,31766.75,0.621,2,RENT,debt_consolidation,1
53,23105.94,2.3,850.0,27755.54,1.193,0,OWN,medical,0
58,65272.0,2.8,566.0,20431.58,0.327,1,OWN,business,0
65,44345.98,2.2,622.0,8500.78,0.187,0,RENT,medical,0
66,31601.66,8.0,551.0,14607.77,0.338,3,OWN,education,1
55,15000.0,3.7,726.0,13717.12,0.94,1,RENT,education,1
63,54449.7,4.2,785.0,17646.81,0.4,2,RENT,debt_consolidation,0
23,90445.03,9.6,784.0,26608.01,0.3,0,RENT,debt_consolidation,0
39,88225.18,8.2,748.0,22035.34,0.198,2,RENT,debt_consolidation,0
30,45858.07,0.7,634.0,6380.99,0.113,3,RENT,education,0
47,42955.76,6.3,621.0,26011.97,0.694,2,RENT,business,0
35,64375.49,2.9,516.0,17505.06,0.317,0,MORTGAGE,home_improvement,0
31,35032.29,1.7,813.0,20496.53,0.617,0,MORTGAGE,debt_consolidation,1
67,61035.84,0.3,688.0,26732.33,0.456,1,OWN,home_improvement,0
46,70321.61,3.3,611.0,6107.36,0.054,2,MORTGAGE,home_improvement,1
44,79538.66,2.2,756.0,14713.4,0.175,0,RENT,education,0
33,52996.92,1.4,572.0,10748.36,0.199,1,MORTGAGE,business,0
52,50926.52,5.9,683.0,2457.12,0.076,3,RENT,education,0
57,37440.35,7.3,636.0,17773.68,0.55,0,OWN,debt_consolidation,0
24,38462.39,1.4,701.0,35092.45,0.968,1,OWN,education,1
33,50470.42,0.3,645.0,1000.0,-0.051,2,RENT,education,0
29,62347.31,9.4,534.0,14741.76,0.248,1,MORTGAGE,education,0
69,73271.69,0.1,656.0,20124.34,0.311,2,RENT,debt_consolidation,0
54,38936.42,13.8,734.0,15984.63,0.441,1,RENT,debt_consolidation,0
57,84853.77,4.9,648.0,14094.98,0.135,0,RENT,education,0
68,49577.53,1.9,712.0,4606.27,0.239,0,RENT,education,0
27,54572.65,1.4,566.0,16862.29,0.245,2,RENT,home_improvement,0
21,40055.77,0.0,648.0,8945.89,0.169,0,RENT,business,0
32,15000.0,1.3,600.0,1000.0,0.078,0,RENT,home_improvement,0
41,72680.91,0.7,710.0,24556.74,0.444,0,MORTGAGE,business,0
31,69736.88,4.7,653.0,22667.09,0.283,1,RENT,business,0
64,49373.45,0.9,705.0,15413.29,0.299,0,RENT,education,0
64,56339.81,3.8,737.0,16832.6,0.353,3,OWN,home_improvement,0
64,65318.78,4.5,705.0,23594.54,0.36,1,MORTGAGE,business,0
34,23749.08,1.8,672.0,16794.72,0.69,0,RENT,business,0
54,44418.95,0.2,570.0,22232.14,0.529,0,RENT,debt_consolidation,1
54,70885.29,0.2,650.0,12620.14,0.192,2,MORTGAGE,business,0
45,29914.21,0.1,607.0,25495.87,0.904,2,RENT,education,1
24,60871.16,6.7,622.0,17566.29,0.353,3,OWN,medical,0
46,27868.36,1.9,620.0,16552.42,0.609,0,RENT,debt_consolidation,0
36,64328.6,8.0,572.0,4839.51,0.09,0,MORTGAGE,medical,0
30,54287.17,2.8,493.0,17295.65,0.329,4,MORTGAGE,education,0
65,22697.36,3.0,597.0,8344.36,0.392,3,MORTGAGE,medical,0
22,78294.79,,665.0,9893.74,0.129,0,RENT,business,0
55,40308.17,6.2,542.0,8476.99,0.21,2,OWN,medical,0
39,38794.95,1.6,651.0,6470.12,0.227,3,RENT,home_improvement,0
26,59011.38,0.6,802.0,31998.17,0.618,1,MORTGAGE,education,0
39,77972.75,4.1,732.0,25650.71,0.254,1,MORTGAGE,home_improvement,0
28,34683.56,2.0,781.0,30362.94,0.876,2,OWN,medical,1
34,56233.6,2.9,681.0,5216.84,0.058,2,MORTGAGE,home_improvement,0
30,63576.33,5.2,743.0,15570.03,0.229,0,RENT,debt_consolidation,0
23,68862.11,3.4,592.0,4651.94,0.088,0,OWN,medical,1
58,58528.83,4.8,598.0,9434.44,0.195,0,OWN,home_improvement,1
49,47659.44,3.9,431.0,7654.98,0.155,2,RENT,business,0
35,38448.2,6.7,745.0,24916.67,0.552,1,RENT,medical,1
43,56722.88,6.1,773.0,11830.16,0.16,0,RENT,debt_consolidation,0
43,33557.22,3.8,606.0,23547.03,0.747,1,MORTGAGE,business,0
38,15000.0,5.7,630.0,19832.97,1.185,2,MORTGAGE,medical,1
66,63731.2,10.3,590.0,33429.11,0.584,0,MORTGAGE,business,0
39,73078.7,,681.0,3164.45,0.069,3,MORTGAGE,medical,0
48,15000.0,2.7,740.0,25073.87,1.737,3,OWN,medical,1
46,34805.39,7.2,511.0,24171.53,0.685,4,RENT,education,0
30,67383.09,4.4,683.0,7212.97,0.004,0,MORTGAGE,home_improvement,1
67,96149.91,0.4,628.0,23057.07,0.261,0,OWN,medical,0
24,55415.87,11.1,,17689.16,0.383,2,MORTGAGE,debt_consolidation,0
22,40439.94,0.2,687.0,13180.19,0.372,2,MORTGAGE,home_improvement,0
23,51342.07,6.9,635.0,8408.52,0.131,0,MORTGAGE,education,0
27,82497.53,7.1,642.0,9247.12,0.116,1,RENT,home_improvement,0
36,42080.72,15.3,633.0,31398.5,0.72,1,RENT,home_improvement,0
51,39016.16,,728.0,15005.46,0.344,3,MORTGAGE,medical,0
30,45345.13,4.5,684.0,21257.04,0.517,1,MORTGAGE,debt_consolidation,1
39,35933.43,2.8,668.0,8672.8,0.181,1,MORTGAGE,medical,0
48,57453.41,2.0,548.0,8761.18,0.108,2,OWN,debt_consolidation,0
37,87493.57,0.5,620.0,23655.88,0.215,0,RENT,debt_consolidation,0
48,61461.59,4.1,722.0,4203.39,-0.006,2,MORTGAGE,business,0
39,49952.93,3.3,653.0,11678.29,0.241,1,MORTGAGE,medical,0
57,49163.77,0.6,703.0,15272.22,0.369,1,OWN,education,0
43,23736.18,4.7,791.0,15890.98,0.66,2,RENT,home_improvement,1
40,72662.2,6.7,733.0,13567.25,0.111,1,MORTGAGE,business,0
33,53443.26,7.3,657.0,18166.56,0.382,1,OWN,education,0
33,51390.4,11.8,609.0,20542.85,0.484,0,MORTGAGE,medical,1
63,118862.15,2.6,446.0,20877.1,0.143,0,RENT,debt_consolidation,1
31,60975.06,15.3,637.0,7113.57,0.093,1,RENT,medical,0
68,39964.18,10.0,624.0,12726.76,0.344,3,MORTGAGE,medical,0
35,46472.85,1.8,681.0,24558.1,0.61,0,RENT,business,0
37,77968.91,0.9,638.0,22157.18,0.258,2,OWN,education,1
48,57265.41,2.9,624.0,4017.12,0.004,2,OWN,business,0
39,26234.44,2.6,508.0,17811.84,0.711,3,MORTGAGE,education,1
24,73384.58,4.3,575.0,1000.0,0.054,2,RENT,business,0
42,41637.12,4.4,688.0,15375.48,0.37,1,RENT,home_improvement,0
42,92465.96,,787.0,30182.14,0.299,0,MORTGAGE,debt_consolidation,0
57,76600.96,,642.0,7416.86,0.147,1,OWN,debt_consolidation,0
59,46053.56,0.6,676.0,8325.42,0.207,2,RENT,debt_consolidation,0
54,80620.33,9.8,726.0,21112.24,0.223,0,RENT,home_improvement,0
53,56357.11,1.9,585.0,2657.59,0.05,4,MORTGAGE,home_improvement,0
64,72055.47,17.8,679.0,9937.96,0.07,2,RENT,debt_consolidation,0
62,64694.66,0.6,591.0,19771.53,0.34,2,OWN,debt_consolidation,1
60,38072.87,15.9,719.0,9925.71,0.248,3,OWN,education,0
53,42129.0,0.5,662.0,13112.24,0.289,1,MORTGAGE,education,1
32,75599.22,1.3,674.0,20953.49,0.276,3,MORTGAGE,medical,0
22,48304.49,0.2,587.0,18372.37,0.382,0,OWN,business,0
48,46927.03,6.1,707.0,17134.55,0.41,5,RENT,education,1
30,35897.55,9.5,817.0,12287.02,0.372,1,MORTGAGE,education,0
42,63471.98,2.8,569.0,17960.49,0.275,2,OWN,education,0
37,96250.5,13.2,623.0,14010.14,0.184,0,MORTGAGE,education,0
46,33649.34,4.5,669.0,18662.44,0.575,0,OWN,home_improvement,1
23,55484.39,5.0,713.0,11024.54,0.177,1,MORTGAGE,medical,0
27,83244.41,9.3,605.0,13539.45,0.156,0,RENT,education,0
64,53407.17,1.8,423.0,7080.34,0.125,1,MORTGAGE,business,0
28,64047.44,2.2,759.0,14719.94,0.255,2,RENT,education,0
40,33752.13,11.8,711.0,8511.99,0.234,0,RENT,home_improvement,0
32,63566.14,11.6,511.0,6087.63,0.076,1,RENT,debt_consolidation,0
55,51257.11,18.8,601.0,17069.29,0.431,2,RENT,debt_consolidation,0
37,74714.6,11.6,775.0,16701.92,0.271,1,RENT,medical,0
48,78747.72,0.7,766.0,21262.99,0.232,4,RENT,debt_consolidation,0
61,106791.27,8.7,725.0,11551.0,0.137,3,MORTGAGE,education,0
30,66592.66,2.6,636.0,18264.42,0.28,3,RENT,home_improvement,1
42,61515.93,23.4,657.0,19406.38,0.335,0,MORTGAGE,medical,0
58,58887.69,3.2,640.0,18558.19,0.322,1,RENT,education,0
53,47936.67,4.0,740.0,8394.77,0.235,1,OWN,debt_consolidation,0
42,61769.68,3.8,580.0,16194.91,0.279,3,OWN,business,1
64,49091.97,1.9,586.0,17913.12,0.362,3,MORTGAGE,education,1
57,58369.22,0.4,731.0,15057.43,0.31,2,MORTGAGE,business,0
33,81351.95,11.3,646.0,1000.0,0.024,6,OWN,business,0
47,34869.15,8.1,760.0,16283.92,0.473,1,MORTGAGE,medical,0
35,77797.57,0.8,596.0,32700.25,0.436,0,RENT,home_improvement,1
42,81342.3,7.5,646.0,12119.69,0.144,0,OWN,debt_consolidation,0
50,52638.63,4.9,576.0,9175.38,0.175,0,RENT,debt_consolidation,0
63,15000.0,2.6,651.0,17986.79,1.17,2,RENT,education,1
60,42843.56,1.5,532.0,17499.03,0.371,4,RENT,debt_consolidation,0
57,80939.89,9.8,611.0,24541.88,0.253,1,MORTGAGE,medical,0
54,54542.64,6.0,535.0,4937.05,0.021,0,OWN,debt_consolidation,0
64,35013.96,4.0,706.0,20851.04,0.552,2,MORTGAGE,education,0
54,44904.5,4.7,707.0,19723.38,0.431,0,OWN,debt_consolidation,0
68,71812.4,0.5,512.0,13862.83,0.198,0,RENT,home_improvement,0
55,65934.67,3.2,757.0,17709.5,0.255,1,MORTGAGE,business,0
62,50221.36,1.1,850.0,23235.66,0.345,1,MORTGAGE,business,0
39,47663.51,1.2,654.0,21978.52,0.54,1,MORTGAGE,business,0
28,47164.84,5.4,599.0,5855.85,0.178,1,OWN,home_improvement,0
59,36551.8,12.1,850.0,21561.27,0.612,3,MORTGAGE,medical,0
53,87307.51,2.6,544.0,14482.49,0.261,1,MORTGAGE,education,0
64,48553.59,1.2,652.0,15582.99,0.272,1,RENT,home_improvement,0
48,79343.17,5.2,664.0,15585.58,0.291,2,RENT,education,0
57,85426.32,10.2,,13798.06,0.113,1,RENT,medical,0
68,74966.22,6.9,679.0,24533.66,0.339,1,RENT,home_improvement,0
45,46367.59,,610.0,14330.26,0.245,1,OWN,debt_consolidation,1
56,63074.6,3.8,574.0,6043.63,0.097,0,MORTGAGE,medical,0
37,54516.09,7.0,623.0,11851.76,0.237,2,OWN,business,1
44,36925.96,0.8,569.0,16429.56,0.437,0,MORTGAGE,home_improvement,0
41,61487.19,2.1,654.0,24833.72,0.44,2,MORTGAGE,medical,0
22,31419.2,2.5,605.0,19824.76,0.636,1,RENT,medical,1
51,78753.59,3.6,530.0,8195.72,0.078,2,RENT,home_improvement,0
64,45707.65,13.2,750.0,34881.52,0.735,0,OWN,business,0
53,59023.19,10.4,610.0,17118.2,0.331,2,MORTGAGE,business,1
50,60665.76,0.7,549.0,25203.13,0.383,3,MORTGAGE,medical,0
32,49821.9,0.9,637.0,13786.28,0.322,2,RENT,education,0
64,66733.88,2.2,655.0,19266.87,0.35,0,MORTGAGE,medical,0
32,45501.93,1.7,510.0,21715.75,0.394,1,RENT,home_improvement,1
69,72425.95,4.8,677.0,24745.56,0.398,0,MORTGAGE,home_improvement,1
44,28080.41,11.7,566.0,23458.95,0.938,2,OWN,home_improvement,1
44,57527.59,16.4,787.0,21977.58,0.395,3,RENT,business,0
31,93778.58,5.3,692.0,12479.31,0.163,1,RENT,debt_consolidation,0
33,34993.37,9.1,618.0,10426.03,0.35,1,RENT,home_improvement,1
47,41445.1,,,17660.86,0.412,1,RENT,home_improvement,1
28,65278.16,1.2,642.0,22465.02,0.353,4,MORTGAGE,education,0
30,58591.64,3.7,699.0,13218.23,0.16,1,RENT,education,0
28,62012.6,4.0,648.0,23521.38,0.386,1,OWN,medical,1
40,64783.74,6.8,633.0,26620.93,0.436,0,RENT,medical,0
28,67694.43,1.2,655.0,7669.43,0.139,1,MORTGAGE,medical,0
29,77194.0,2.3,602.0,8304.63,0.161,1,MORTGAGE,home_improvement,0
27,63196.37,2.3,623.0,13877.0,0.181,2,MORTGAGE,education,1
34,50174.85,16.0,483.0,17460.9,0.321,0,OWN,medical,0
48,68451.47,2.9,728.0,10803.46,0.253,1,RENT,education,0
22,92997.64,7.0,674.0,25817.62,0.27,1,MORTGAGE,home_improvement,1
63,52347.33,6.9,588.0,18392.53,0.361,0,RENT,home_improvement,0
28,35509.41,1.5,802.0,15315.58,0.428,1,RENT,medical,0
33,77141.61,4.2,657.0,3512.72,0.004,2,RENT,home_improvement,0
41,52592.38,11.2,567.0,4473.47,0.166,2,MORTGAGE,home_improvement,1
67,15000.0,3.2,719.0,17248.07,1.123,2,MORTGAGE,education,1
48,71948.43,14.5,682.0,1000.0,-0.042,1,MORTGAGE,debt_consolidation,0
55,44293.44,1.2,682.0,23101.1,0.499,3,OWN,business,0
43,53189.33,0.4,616.0,13734.77,0.158,3,RENT,medical,0
66,61639.61,11.1,686.0,40944.74,0.632,1,MORTGAGE,debt_consolidation,1
35,58809.99,9.4,629.0,33463.33,0.521,0,OWN,medical,0
22,69189.04,24.5,694.0,13548.41,0.227,1,OWN,debt_consolidation,0
32,46290.27,5.7,498.0,14149.3,0.272,0,OWN,home_improvement,0
56,65262.12,13.8,615.0,22964.65,0.396,1,RENT,medical,0
23,49809.07,8.8,788.0,28625.38,0.645,0,RENT,debt_consolidation,0
25,69776.21,9.3,589.0,1895.77,0.066,2,OWN,business,0
23,67307.35,4.2,602.0,1000.0,0.004,1,RENT,home_improvement,1
67,36291.23,2.4,614.0,10023.72,0.283,2,RENT,medical,0
39,76719.64,13.6,553.0,19661.9,0.18,2,MORTGAGE,medical,0
22,44280.73,2.8,473.0,18974.99,0.422,0,OWN,debt_consolidation,0
64,71161.16,3.9,632.0,23558.17,0.288,1,OWN,medical,0
57,62345.75,3.0,661.0,5402.42,0.121,2,MORTGAGE,home_improvement,0
37,91763.67,4.2,646.0,1000.0,0.14,0,MORTGAGE,education,0
34,50530.68,3.2,638.0,21864.11,0.458,1,RENT,debt_consolidation,1
48,48013.66,0.2,653.0,8374.43,0.075,2,MORTGAGE,business,0
47,54611.61,10.7,732.0,1000.0,0.0,1,OWN,medical,0
30,48936.4,2.9,635.0,16160.51,0.336,1,RENT,home_improvement,0
23,70998.84,4.4,604.0,21345.41,0.305,0,RENT,medical,0
56,22673.79,0.7,628.0,14023.54,0.582,0,OWN,business,1
58,33926.35,0.0,696.0,11337.21,0.346,0,MORTGAGE,home_improvement,1
45,33643.94,1.4,763.0,13725.1,0.346,3,RENT,business,0
42,74006.15,6.1,600.0,12035.34,0.115,1,OWN,home_improvement,0
68,89212.27,0.5,658.0,4215.62,0.08,2,MORTGAGE,education,0
59,52911.02,12.0,677.0,9282.55,0.125,0,OWN,home_improvement,0
67,51623.57,1.2,571.0,19170.24,0.398,3,MORTGAGE,business,0
50,56401.04,1.1,652.0,17573.43,0.243,0,MORTGAGE,debt_consolidation,0
41,78237.57,1.0,533.0,16344.48,0.297,1,OWN,education,1
50,36452.94,0.1,508.0,7038.81,0.154,0,MORTGAGE,medical,0
48,59767.38,7.4,,13547.97,0.215,2,RENT,education,0
51,74503.95,10.4,619.0,1000.0,0.03,0,RENT,education,1
46,65021.88,4.8,666.0,16427.81,0.224,1,RENT,medical,0
63,58791.63,1.0,649.0,26430.86,0.457,5,OWN,home_improvement,0
42,75020.92,1.7,572.0,3206.94,0.072,0,OWN,education,1
41,15000.0,3.2,646.0,10312.58,0.736,1,OWN,education,0
21,68557.51,15.4,551.0,17632.85,0.297,1,RENT,debt_consolidation,1
57,41918.49,1.4,761.0,25022.74,0.588,1,RENT,debt_consolidation,0
33,18387.34,6.6,542.0,11414.2,0.613,2,MORTGAGE,business,1
41,65224.05,2.9,634.0,9462.0,0.263,2,MORTGAGE,medical,0
66,82473.17,1.8,567.0,1000.0,0.06,1,MORTGAGE,home_improvement,0
29,52251.03,3.0,696.0,15827.51,0.257,2,MORTGAGE,home_improvement,1
37,74057.49,0.4,,31336.61,0.428,1,OWN,business,0
67,87245.57,8.0,609.0,17218.87,0.181,4,RENT,home_improvement,0
41,81298.29,1.4,718.0,14821.77,0.176,2,OWN,home_improvement,0
51,87799.29,6.5,652.0,17576.66,0.139,0,MORTGAGE,debt_consolidation,0
59,69842.55,0.4,691.0,14911.26,0.193,3,OWN,home_improvement,0
42,56508.67,15.5,571.0,8495.89,0.241,3,RENT,home_improvement,0
32,22960.68,1.1,538.0,21586.24,0.969,1,MORTGAGE,business,1
26,50078.75,10.7,659.0,16806.09,0.211,1,MORTGAGE,business,0
36,38135.07,,624.0,15140.91,0.458,1,RENT,education,0
46,98418.85,17.2,700.0,7197.07,0.128,0,OWN,home_improvement,0
25,51482.28,3.2,644.0,25428.06,0.476,0,MORTGAGE,home_improvement,1
29,57464.1,6.5,666.0,20317.62,0.389,2,RENT,home_improvement,0
66,66029.71,2.3,520.0,10576.63,0.117,3,OWN,debt_consolidation,1
60,55872.05,1.0,801.0,23014.6,0.388,0,OWN,home_improvement,0
34,88901.02,2.9,637.0,11019.43,0.199,2,OWN,debt_consolidation,0
64,42547.01,0.9,706.0,8743.97,0.192,0,MORTGAGE,education,0
62,58892.15,20.1,583.0,8922.38,0.058,0,RENT,medical,0
50,40150.59,0.5,675.0,1000.0,0.022,1,RENT,home_improvement,0
46,28599.55,4.4,546.0,18772.34,0.652,3,RENT,business,1
65,42764.62,4.9,686.0,1000.0,0.083,0,RENT,business,0
49,54259.26,3.9,622.0,5172.45,0.096,1,OWN,home_improvement,0
39,46413.96,5.4,652.0,1000.0,0.0,1,MORTGAGE,debt_consolidation,0
67,41151.58,0.6,706.0,14311.44,0.4,4,RENT,business,0
28,26873.65,,,13797.44,0.519,0,OWN,business,1
43,53337.89,,595.0,12386.43,0.195,0,MORTGAGE,education,0
62,24905.59,14.1,687.0,6659.38,0.325,0,RENT,education,1
55,70201.12,7.2,818.0,5622.13,0.09,1,OWN,education,0
51,56648.8,18.0,639.0,18714.96,0.331,2,MORTGAGE,business,0
55,25848.97,0.2,697.0,10595.58,0.419,1,OWN,business,1
52,48815.82,1.7,641.0,17530.87,0.306,1,RENT,home_improvement,0
25,39956.87,1.1,805.0,7918.01,0.172,2,OWN,home_improvement,0
36,61383.49,0.1,510.0,16448.5,0.268,1,MORTGAGE,debt_consolidation,0
37,81809.01,1.4,658.0,25426.22,0.301,0,OWN,business,0
52,17496.55,5.7,520.0,19689.33,1.189,1,RENT,home_improvement,1
58,57300.52,1.3,449.0,11700.69,0.215,1,OWN,home_improvement,0
52,51797.34,3.6,674.0,17057.59,0.372,1,RENT,education,0
40,68426.8,10.9,661.0,13074.68,0.192,2,OWN,education,0
68,59263.93,5.9,627.0,15063.04,0.307,1,RENT,education,0
22,39960.61,2.5,642.0,12395.11,0.33,1,RENT,medical,0
40,48618.92,2.3,850.0,13685.32,0.282,0,OWN,home_improvement,0
67,39079.48,3.0,629.0,16696.75,0.427,2,RENT,education,0
38,76520.14,1.0,691.0,7053.13,0.044,0,OWN,education,0
21,55426.23,5.0,598.0,6872.97,0.149,3,RENT,business,1
49,93023.81,2.3,674.0,3891.66,0.04,1,RENT,education,0
49,53786.78,9.6,631.0,2197.83,0.016,1,MORTGAGE,business,0
39,40831.86,7.1,617.0,5261.74,0.184,3,MORTGAGE,debt_consolidation,1
64,24725.71,4.7,796.0,16275.7,0.596,1,RENT,education,0
60,18937.21,2.3,744.0,7857.7,0.394,0,OWN,business,0
26,23317.28,1.2,661.0,19108.92,0.871,1,RENT,education,0
64,60342.53,7.5,466.0,15277.71,0.269,1,OWN,debt_consolidation,1
59,65174.5,3.3,621.0,1000.0,0.013,1,OWN,education,0
66,23376.19,1.3,850.0,20239.8,0.878,0,RENT,business,1
28,72900.77,1.1,632.0,21486.39,0.304,1,MORTGAGE,debt_consolidation,1
44,45338.78,0.9,738.0,7049.1,0.08,2,RENT,debt_consolidation,0
40,57935.86,7.5,765.0,18361.53,0.299,1,RENT,debt_consolidation,0
34,87244.41,1.3,668.0,8148.01,0.174,1,MORTGAGE,medical,1
25,72936.79,3.7,583.0,15781.36,0.183,1,MORTGAGE,business,1
61,49629.39,3.0,455.0,4884.01,0.082,3,OWN,medical,1
60,37176.16,4.3,705.0,1000.0,-0.0,2,OWN,debt_consolidation,0
54,15000.0,10.5,585.0,11937.46,0.791,2,OWN,medical,0
36,40616.93,10.1,664.0,14010.17,0.316,1,OWN,education,0
65,50777.4,3.0,550.0,11818.56,0.257,4,RENT,medical,1
27,35256.41,0.1,629.0,5527.76,0.167,1,OWN,home_improvement,0
36,52374.86,2.8,653.0,11800.81,0.264,4,OWN,debt_consolidation,1
27,56537.04,4.7,671.0,17154.36,0.251,2,MORTGAGE,debt_consolidation,0
47,50502.88,,561.0,14640.86,0.273,2,MORTGAGE,business,1
34,41999.95,5.3,746.0,16460.01,0.381,3,RENT,education,0
34,58373.09,0.8,602.0,9639.08,0.188,2,OWN,business,0
64,63838.81,5.2,516.0,24373.74,0.342,1,RENT,medical,0
53,33192.02,1.0,641.0,5590.61,0.214,1,OWN,home_improvement,0
53,83218.65,6.9,653.0,18900.48,0.286,1,OWN,home_improvement,0
64,53028.24,2.1,663.0,24455.13,0.412,1,MORTGAGE,home_improvement,0
40,55376.99,6.2,759.0,18847.26,0.316,3,MORTGAGE,home_improvement,0
67,69164.29,0.2,631.0,13379.81,0.167,1,MORTGAGE,education,1
56,59664.32,2.6,640.0,10773.62,0.312,2,MORTGAGE,medical,0
27,74062.73,6.1,562.0,23288.7,0.293,5,MORTGAGE,home_improvement,0
52,60742.48,1.3,716.0,3616.2,0.143,0,OWN,debt_consolidation,0
68,42751.25,7.9,665.0,7239.01,0.106,2,MORTGAGE,medical,0
23,62230.07,5.0,616.0,11819.54,0.14,0,RENT,education,1
59,32125.48,4.4,498.0,24901.23,0.741,0,RENT,home_improvement,1
49,57171.19,2.2,766.0,18038.14,0.273,2,OWN,education,0
44,54335.4,3.3,552.0,7255.63,0.12,0,MORTGAGE,home_improvement,0
42,50837.66,4.5,603.0,12517.54,0.211,1,OWN,debt_consolidation,0
26,52429.25,3.2,679.0,10085.41,0.151,0,RENT,medical,0
68,17363.02,6.0,554.0,9321.69,0.595,2,OWN,debt_consolidation,1
44,44025.5,2.8,531.0,22831.12,0.58,1,OWN,home_improvement,0
60,56856.9,1.1,480.0,4026.05,0.118,1,RENT,business,0
43,58197.13,1.2,708.0,27870.25,0.505,0,MORTGAGE,medical,0
58,34446.5,0.0,606.0,21625.84,0.632,2,MORTGAGE,education,1
30,80314.16,1.8,850.0,23726.89,0.271,0,MORTGAGE,home_improvement,0
36,37676.5,6.9,570.0,11296.48,0.252,2,RENT,debt_consolidation,1
31,74389.14,7.9,576.0,13800.47,0.204,1,RENT,business,0
52,63543.89,1.1,605.0,3534.79,-0.003,1,RENT,home_improvement,0
65,42075.45,16.0,669.0,10802.7,0.207,1,RENT,education,0
26,90506.22,3.5,612.0,18949.24,0.267,1,RENT,debt_consolidation,0
44,31127.26,12.4,699.0,25368.5,0.91,1,MORTGAGE,medical,1
53,73383.08,,572.0,6142.75,0.103,1,RENT,business,0
